CustomerKey,First Name,Last Name,Full Name,Gender,DateFirstPurchase,Customer City
24044,Arturo,Kumar,Arturo Kumar,Male,"Tuesday, July 21, 2020",London
24054,Gerald,Hernandez,Gerald Hernandez,Male,"Thursday, July 23, 2020",London
24064,Stanley,Fernandez,Stanley Fernandez,Male,"Tuesday, February 18, 2020",London
24071,Victor,Suarez,Victor Suarez,Male,"Thursday, May 21, 2020",London
24144,Gerald,Sanchez,Gerald Sanchez,Male,"Wednesday, October 14, 2020",London
24193,Louis,Becker,Louis Becker,Male,"Sunday, September 20, 2020",London
24550,Randy,Ma,Randy Ma,Male,"Tuesday, February 4, 2020",London
24573,Colin,Rai,Colin Rai,Male,"Wednesday, May 20, 2020",London
24697,Manuel,Rodriguez,Manuel Rodriguez,Male,"Thursday, October 8, 2020",London
24859,Cesar,Arun,Cesar Arun,Male,"Monday, January 25, 2021",London
24868,Darryl,Hu,Darryl Hu,Male,"Friday, July 17, 2020",London
24869,Misty,Shock,Misty Shock,Male,"Wednesday, September 23, 2020",London
25141,Walter,Gutierrez,Walter Gutierrez,Male,"Sunday, May 10, 2020",London
25312,Erik,Ramos,Erik Ramos,Male,"Monday, November 9, 2020",London
25505,Curtis,Zhou,Curtis Zhou,Male,"Tuesday, September 15, 2020",London
25510,Grant,Kumar,Grant Kumar,Male,"Monday, November 16, 2020",London
25604,Martin,Vance,Martin Vance,Male,"Thursday, December 17, 2020",London
25632,Lee,Moreno,Lee Moreno,Male,"Friday, March 6, 2020",London
25642,Jon,Rai,Jon Rai,Male,"Monday, February 24, 2020",London
25646,Randall,Torres,Randall Torres,Male,"Monday, February 17, 2020",London
25701,Francisco,Garcia,Francisco Garcia,Male,"Tuesday, February 11, 2020",London
25728,Nelson,Romero,Nelson Romero,Male,"Sunday, March 8, 2020",London
25739,Cory,Rodriguez,Cory Rodriguez,Male,"Thursday, March 19, 2020",London
25747,Marshall,Xu,Marshall Xu,Male,"Saturday, March 14, 2020",London
25755,Jeffery,Huang,Jeffery Huang,Male,"Saturday, August 29, 2020",London
25757,Jeffery,Wu,Jeffery Wu,Male,"Monday, April 6, 2020",London
25774,Corey,Pal,Corey Pal,Male,"Friday, September 4, 2020",London
25781,Alejandro,Xie,Alejandro Xie,Male,"Sunday, July 26, 2020",London
25782,Marshall,Gao,Marshall Gao,Male,"Thursday, May 28, 2020",London
25783,Omar,Sun,Omar Sun,Male,"Thursday, February 27, 2020",London
25796,Kelvin,Jai,Kelvin Jai,Male,"Tuesday, October 6, 2020",London
26206,Kurt,She,Kurt She,Male,"Wednesday, December 23, 2020",London
26390,Ivan,Mehta,Ivan Mehta,Male,"Tuesday, August 4, 2020",London
26837,Albert,Martin,Albert Martin,Male,"Wednesday, May 13, 2020",London
26849,Billy,Martin,Billy Martin,Male,"Monday, May 4, 2020",London
26863,Alvin,Chen,Alvin Chen,Male,"Tuesday, January 5, 2021",London
26901,Louis,Nara,Louis Nara,Male,"Saturday, November 21, 2020",London
26906,Darrell,Rai,Darrell Rai,Male,"Saturday, October 10, 2020",London
26938,Maurice,Shen,Maurice Shen,Male,"Saturday, June 6, 2020",London
26993,Julio,Gill,Julio Gill,Male,"Saturday, December 5, 2020",London
27175,Marshall,Raji,Marshall Raji,Male,"Monday, November 16, 2020",London
27781,Allen,Sai,Allen Sai,Male,"Thursday, August 27, 2020",London
27828,Ernest,Gao,Ernest Gao,Male,"Monday, March 23, 2020",London
27841,Gerald,Vance,Gerald Vance,Male,"Thursday, March 19, 2020",London
27852,Jamie,Ramos,Jamie Ramos,Male,"Friday, September 11, 2020",London
27885,Marvin,Torres,Marvin Torres,Male,"Monday, September 28, 2020",London
27938,Ricky,Serrano,Ricky Serrano,Male,"Sunday, July 12, 2020",London
27940,Ross,Suarez,Ross Suarez,Male,"Monday, May 11, 2020",London
28370,Eddie,Gutierrez,Eddie Gutierrez,Male,"Wednesday, October 7, 2020",London
28386,Sergio,Subram,Sergio Subram,Male,"Tuesday, November 3, 2020",London
28399,Dale,Deng,Dale Deng,Male,"Thursday, October 29, 2020",London
28411,Jay,Rodriguez,Jay Rodriguez,Male,"Tuesday, February 25, 2020",London
28426,Melvin,Xie,Melvin Xie,Male,"Sunday, October 11, 2020",London
28436,Derrick,Carlson,Derrick Carlson,Male,"Saturday, October 31, 2020",London
28477,Kenneth,Tang,Kenneth Tang,Male,"Friday, December 4, 2020",London
28515,Tony,Lal,Tony Lal,Male,"Saturday, December 19, 2020",London
28516,Vincent,Lin,Vincent Lin,Male,"Tuesday, December 1, 2020",London
28704,Roy,Ruiz,Roy Ruiz,Male,"Saturday, August 29, 2020",London
28877,Joe,Vance,Joe Vance,Male,"Friday, February 28, 2020",London
28899,Alejandro,Anand,Alejandro Anand,Male,"Friday, December 25, 2020",London
28921,Corey,Deng,Corey Deng,Male,"Sunday, March 22, 2020",London
29359,Harold,Fernandez,Harold Fernandez,Male,"Friday, November 13, 2020",London
29477,Neil,Ruiz,Neil Ruiz,Male,"Thursday, June 18, 2020",London
11336,Shaun,Raji,Shaun Raji,Male,"Friday, September 27, 2019",Paris
11339,Dennis,She,Dennis She,Male,"Monday, October 7, 2019",Paris
11410,Maurice,Goel,Maurice Goel,Male,"Wednesday, November 13, 2019",Paris
11483,Calvin,Chande,Calvin Chande,Male,"Sunday, December 22, 2019",Paris
11545,Reginald,Dominguez,Reginald Dominguez,Male,"Monday, July 13, 2020",Paris
11592,Darrell,Raji,Darrell Raji,Male,"Thursday, January 11, 2018",Paris
11607,Clinton,Moreno,Clinton Moreno,Male,"Friday, January 19, 2018",Paris
12274,Javier,Torres,Javier Torres,Male,"Wednesday, October 7, 2020",Paris
12279,Mathew,Suarez,Mathew Suarez,Male,"Sunday, May 13, 2018",Paris
12312,Jake,Zhao,Jake Zhao,Male,"Wednesday, October 28, 2020",Paris
12313,Jaime,Chande,Jaime Chande,Male,"Friday, January 15, 2021",Paris
12332,Andres,Nara,Andres Nara,Male,"Wednesday, June 13, 2018",Paris
12383,Albert,Gomez,Albert Gomez,Male,"Thursday, May 31, 2018",Paris
12468,Wayne,Nath,Wayne Nath,Male,"Thursday, July 12, 2018",Paris
12511,Grant,Chander,Grant Chander,Male,"Sunday, June 28, 2020",Paris
12523,Steve,Wagner,Steve Wagner,Male,"Tuesday, August 28, 2018",Paris
12537,Terrence,Luo,Terrence Luo,Male,"Wednesday, June 24, 2020",Paris
12542,Preston,Patel,Preston Patel,Male,"Monday, January 11, 2021",Paris
12621,Barry,Martinez,Barry Martinez,Male,"Tuesday, September 25, 2018",Paris
12631,Clarence,Gao,Clarence Gao,Male,"Thursday, October 25, 2018",Paris
12641,Willie,Raje,Willie Raje,Male,"Wednesday, December 2, 2020",Paris
12649,Omar,Goel,Omar Goel,Male,"Tuesday, September 29, 2020",Paris
12659,Damien,Chande,Damien Chande,Male,"Thursday, April 16, 2020",Paris
12662,Jessie,Huang,Jessie Huang,Male,"Saturday, December 12, 2020",Paris
12817,Theodore,Suarez,Theodore Suarez,Male,"Saturday, November 24, 2018",Paris
12824,Kristopher,Subram,Kristopher Subram,Male,"Thursday, December 10, 2020",Paris
12842,Kelvin,Becker,Kelvin Becker,Male,"Friday, September 25, 2020",Paris
13549,Richard,King,Richard King,Male,"Friday, May 1, 2020",Paris
13568,Max,Jimenez,Max Jimenez,Male,"Tuesday, February 18, 2020",Paris
13577,Theodore,Torres,Theodore Torres,Male,"Monday, January 21, 2019",Paris
13610,Omar,Sharma,Omar Sharma,Male,"Saturday, March 21, 2020",Paris
13674,Drew,Shen,Drew Shen,Male,"Tuesday, May 5, 2020",Paris
13681,Adam,Hall,Adam Hall,Male,"Thursday, October 1, 2020",Paris
13766,Joe,Gill,Joe Gill,Male,"Monday, January 14, 2019",Paris
13779,Manuel,Garcia,Manuel Garcia,Male,"Wednesday, January 2, 2019",Paris
14145,Jessie,Ye,Jessie Ye,Male,"Thursday, February 6, 2020",Paris
14788,Gerald,Rana,Gerald Rana,Male,"Tuesday, March 3, 2020",Paris
14796,Michael,Miller,Michael Miller,Male,"Wednesday, April 24, 2019",Paris
14810,Russell,Anand,Russell Anand,Male,"Thursday, June 4, 2020",Paris
14931,Andres,Pal,Andres Pal,Male,"Tuesday, May 28, 2019",Paris
14932,Pedro,Fernandez,Pedro Fernandez,Male,"Wednesday, August 12, 2020",Paris
14946,Frederick,Vance,Frederick Vance,Male,"Wednesday, June 12, 2019",Paris
14948,Damien,Lal,Damien Lal,Male,"Friday, June 14, 2019",Paris
15064,Erik,Rubio,Erik Rubio,Male,"Monday, June 10, 2019",Paris
15070,Alfredo,Navarro,Alfredo Navarro,Male,"Saturday, June 1, 2019",Paris
15093,Johnny,Moyer,Johnny Moyer,Male,"Friday, July 19, 2019",Paris
15654,Levi,Fernandez,Levi Fernandez,Male,"Wednesday, June 10, 2020",Paris
15688,Chase,Gray,Chase Gray,Male,"Sunday, September 8, 2019",Paris
15700,Eugene,Guo,Eugene Guo,Male,"Friday, September 27, 2019",Paris
16040,Casey,Gill,Casey Gill,Male,"Tuesday, March 3, 2020",Paris
16052,Danny,Gutierrez,Danny Gutierrez,Male,"Wednesday, September 4, 2019",Paris
16202,Kenneth,Jai,Kenneth Jai,Male,"Friday, October 9, 2020",Paris
16281,Gilbert,Luo,Gilbert Luo,Male,"Saturday, June 27, 2020",Paris
16283,Clayton,Raji,Clayton Raji,Male,"Saturday, October 3, 2020",Paris
16286,Billy,Torres,Billy Torres,Male,"Saturday, September 28, 2019",Paris
16315,Garrett,Richardson,Garrett Richardson,Male,"Thursday, October 22, 2020",Paris
16388,Jay,Torres,Jay Torres,Male,"Saturday, September 28, 2019",Paris
16404,Raul,Nara,Raul Nara,Male,"Sunday, October 13, 2019",Paris
16408,Arthur,Madan,Arthur Madan,Male,"Sunday, October 13, 2019",Paris
16430,Franklin,Rai,Franklin Rai,Male,"Tuesday, November 19, 2019",Paris
16431,Jermaine,Rodriguez,Jermaine Rodriguez,Male,"Friday, November 1, 2019",Paris
16433,Mathew,Dominguez,Mathew Dominguez,Male,"Tuesday, November 5, 2019",Paris
16440,Jimmy,Martin,Jimmy Martin,Male,"Wednesday, February 26, 2020",Paris
16468,Orlando,Dominguez,Orlando Dominguez,Male,"Tuesday, September 8, 2020",Paris
16476,Shawn,Xie,Shawn Xie,Male,"Wednesday, December 4, 2019",Paris
16510,Brad,Nara,Brad Nara,Male,"Wednesday, April 8, 2020",Paris
16535,Colin,Chen,Colin Chen,Male,"Wednesday, June 3, 2020",Paris
16557,Derek,Chander,Derek Chander,Male,"Thursday, March 26, 2020",Paris
17088,Wayne,Yuan,Wayne Yuan,Male,"Monday, July 20, 2020",Paris
17196,Douglas,Fernandez,Douglas Fernandez,Male,"Sunday, April 28, 2019",Paris
17633,Gary,Dominguez,Gary Dominguez,Male,"Wednesday, May 15, 2019",Paris
17638,Clarence,Zheng,Clarence Zheng,Male,"Monday, December 7, 2020",Paris
17643,Wesley,Cai,Wesley Cai,Male,"Saturday, November 7, 2020",Paris
17716,Cesar,Gonzalez,Cesar Gonzalez,Male,"Saturday, July 6, 2019",Paris
17759,Kristopher,Sanchez,Kristopher Sanchez,Male,"Thursday, June 11, 2020",Paris
17766,Jake,Xu,Jake Xu,Male,"Wednesday, August 7, 2019",Paris
17787,Alejandro,Zhao,Alejandro Zhao,Male,"Friday, November 1, 2019",Paris
17885,Julio,Carlson,Julio Carlson,Male,"Friday, December 13, 2019",Paris
17973,Johnathan,Rodriguez,Johnathan Rodriguez,Male,"Wednesday, March 21, 2018",Paris
17988,Alfredo,Diaz,Alfredo Diaz,Male,"Friday, October 23, 2020",Paris
18011,Frank,Gomez,Frank Gomez,Male,"Saturday, August 4, 2018",Paris
18138,Walter,Alonso,Walter Alonso,Male,"Sunday, December 6, 2020",Paris
18143,Chad,Shen,Chad Shen,Male,"Friday, October 5, 2018",Paris
18184,Leonard,Chande,Leonard Chande,Male,"Friday, October 16, 2020",Paris
18618,Mitchell,Rai,Mitchell Rai,Male,"Thursday, January 21, 2021",Paris
19033,Omar,Lin,Omar Lin,Male,"Monday, December 10, 2018",Paris
19075,Brent,Wu,Brent Wu,Male,"Monday, April 27, 2020",Paris
19183,Edwin,Raje,Edwin Raje,Male,"Monday, September 7, 2020",Paris
19194,Cesar,Garcia,Cesar Garcia,Male,"Monday, March 18, 2019",Paris
19280,Darrell,Andersen,Darrell Andersen,Male,"Friday, May 10, 2019",Paris
19287,Shane,Chandra,Shane Chandra,Male,"Sunday, May 26, 2019",Paris
19292,Micah,Lin,Micah Lin,Male,"Friday, May 17, 2019",Paris
19296,Jake,Zheng,Jake Zheng,Male,"Friday, June 14, 2019",Paris
19336,Ricardo,Andersen,Ricardo Andersen,Male,"Tuesday, August 27, 2019",Paris
19367,Johnathan,Gonzalez,Johnathan Gonzalez,Male,"Tuesday, December 22, 2020",Paris
19427,Troy,Lopez,Troy Lopez,Male,"Saturday, September 28, 2019",Paris
19436,Gregory,Pal,Gregory Pal,Male,"Thursday, October 17, 2019",Paris
19464,Tyrone,Alonso,Tyrone Alonso,Male,"Saturday, October 17, 2020",Paris
19473,Roger,Chande,Roger Chande,Male,"Friday, November 1, 2019",Paris
19484,Willie,Liang,Willie Liang,Male,"Tuesday, November 17, 2020",Paris
19485,Raul,Shan,Raul Shan,Male,"Wednesday, December 9, 2020",Paris
19494,Sergio,Martinez,Sergio Martinez,Male,"Wednesday, October 14, 2020",Paris
19495,Francis,Gill,Francis Gill,Male,"Monday, June 22, 2020",Paris
19507,Raul,Shen,Raul Shen,Male,"Sunday, July 12, 2020",Paris
19508,Troy,Rana,Troy Rana,Male,"Monday, September 7, 2020",Paris
19923,Joe,Prasad,Joe Prasad,Male,"Thursday, April 30, 2020",Paris
19932,Javier,Sanz,Javier Sanz,Male,"Thursday, January 14, 2021",Paris
19943,Walter,Carlson,Walter Carlson,Male,"Wednesday, December 25, 2019",Paris
20568,Dustin,Raji,Dustin Raji,Male,"Thursday, May 28, 2020",Paris
20578,Martin,Kapoor,Martin Kapoor,Male,"Sunday, December 20, 2020",Paris
20580,Ernest,Huang,Ernest Huang,Male,"Friday, March 13, 2020",Paris
20895,Ruben,Jimenez,Ruben Jimenez,Male,"Tuesday, December 1, 2020",Paris
20960,Darrell,Beck,Darrell Beck,Male,"Monday, May 18, 2020",Paris
20974,George,Subram,George Subram,Male,"Thursday, July 2, 2020",Paris
21021,Gary,Serrano,Gary Serrano,Male,"Wednesday, February 5, 2020",Paris
21038,Pedro,Lopez,Pedro Lopez,Male,"Thursday, December 3, 2020",Paris
21041,Eddie,Serrano,Eddie Serrano,Male,"Tuesday, February 4, 2020",Paris
21050,Alan,Cai,Alan Cai,Male,"Friday, February 14, 2020",Paris
21081,Xavier,Smith,Xavier Smith,Male,"Monday, November 30, 2020",Paris
21088,Alvin,Anand,Alvin Anand,Male,"Sunday, April 5, 2020",Paris
21095,Lance,Munoz,Lance Munoz,Male,"Sunday, April 26, 2020",Paris
21112,Johnathan,Prasad,Johnathan Prasad,Male,"Sunday, May 31, 2020",Paris
21132,Jeffery,Hu,Jeffery Hu,Male,"Friday, June 5, 2020",Paris
